Order_ID,Order_Date,Customer_Name,Product,Category,Region,Quantity,Unit_Price,Sales,Profit
10031,2025-02-12,Customer_688,Headphones,Accessories,East,4,2500,10000,2012.01
10032,2024-09-10,Customer_231,Mouse,Accessories,North,9,500,4500,705.39
10033,2024-08-23,Customer_603,Table,Furniture,South,1,8000,8000,1440.1
10034,2024-03-01,Customer_235,Laptop,Electronics,North,2,50000,100000,20033.3
10035,2024-08-31,Customer_286,Laptop,Electronics,West,6,50000,300000,27613.72
10036,2025-08-07,Customer_591,Printer,Electronics,West,9,15000,135000,13836.56
10037,2024-07-13,Customer_97,Printer,Electronics,North,8,15000,120000,26072.94
10038,2025-04-23,Customer_885,Keyboard,Accessories,North,6,1000,6000,912.05
10039,2024-12-13,Customer_820,Mobile,Electronics,North,1,20000,20000,2968.91
10040,2025-04-04,Customer_144,Printer,Electronics,West,4,15000,60000,6740.13
10041,2024-03-18,Customer_454,Monitor,Electronics,North,5,12000,60000,9518.81
10042,2024-04-05,Customer_949,Laptop,Electronics,South,9,50000,450000,99956.11
10043,2024-08-06,Customer_886,Monitor,Electronics,West,7,12000,84000,13654.96
10044,2025-02-03,Customer_272,Laptop,Electronics,West,3,50000,150000,21663.81
10045,2025-07-23,Customer_678,Chair,Furniture,West,7,3000,21000,4166.83
10046,2024-02-29,Customer_594,Monitor,Electronics,North,4,12000,48000,6261.14
10047,2025-05-03,Customer_515,Table,Furniture,South,1,8000,8000,708.19
10048,2024-07-09,Customer_71,Laptop,Electronics,North,9,50000,450000,42128.53
10049,2025-08-06,Customer_253,Printer,Electronics,North,7,15000,105000,10539.98
10050,2025-08-20,Customer_579,Smartwatch,Electronics,East,2,10000,20000,3025.36
10051,2024-11-17,Customer_245,Chair,Furniture,East,4,3000,12000,2326.24
10052,2024-11-03,Customer_469,Keyboard,Accessories,East,3,1000,3000,582.56
10053,2025-07-30,Customer_103,Mobile,Electronics,North,1,20000,20000,3158.17
10054,2024-05-15,Customer_956,Headphones,Accessories,East,4,2500,10000,1660.0
10055,2024-06-10,Customer_449,Mobile,Electronics,East,4,20000,80000,11425.57
10056,2025-07-21,Customer_307,Smartwatch,Electronics,North,9,10000,90000,7319.69
10057,2024-04-19,Customer_761,Monitor,Electronics,South,5,12000,60000,5977.37
10058,2024-12-17,Customer_209,Chair,Furniture,East,5,3000,15000,2742.32
10059,2024-02-22,Customer_95,Headphones,Accessories,West,8,2500,20000,2453.81
10060,2024-05-13,Customer_653,Chair,Furniture,East,1,3000,3000,241.81
10061,2025-03-13,Customer_575,Monitor,Electronics,North,8,12000,96000,16683.42
10062,2025-12-08,Customer_926,Mobile,Electronics,South,2,20000,40000,9626.35
10063,2025-08-19,Customer_566,Headphones,Accessories,South,1,2500,2500,554.7
10064,2025-01-08,Customer_921,Keyboard,Accessories,North,3,1000,3000,261.33
10065,2025-11-13,Customer_106,Table,Furniture,East,4,8000,32000,6270.44
10066,2024-06-07,Customer_948,Headphones,Accessories,South,7,2500,17500,4297.17
10067,2024-01-26,Customer_184,Monitor,Electronics,East,3,12000,36000,8274.27
10068,2025-12-19,Customer_111,Keyboard,Accessories,West,4,1000,4000,501.43
10069,2025-04-16,Customer_359,Laptop,Electronics,East,8,50000,400000,47125.49
10070,2024-07-16,Customer_409,Printer,Electronics,East,4,15000,60000,5041.38
10071,2024-10-12,Customer_360,Chair,Furniture,West,2,3000,6000,1466.23
10072,2024-04-28,Customer_899,Headphones,Accessories,East,6,2500,15000,3595.05
10073,2024-09-28,Customer_40,Monitor,Electronics,North,10,12000,120000,29235.7
10074,2024-11-17,Customer_447,Smartwatch,Electronics,North,7,10000,70000,9713.68
10075,2024-02-15,Customer_726,Keyboard,Accessories,West,10,1000,10000,1123.13
10076,2025-07-05,Customer_704,Laptop,Electronics,South,9,50000,450000,106806.5
10077,2025-11-11,Customer_943,Table,Furniture,East,7,8000,56000,5146.15
10078,2024-05-07,Customer_738,Smartwatch,Electronics,East,6,10000,60000,11566.55
10079,2024-11-30,Customer_413,Headphones,Accessories,East,5,2500,12500,2417.15
10080,2025-11-11,Customer_963,Headphones,Accessories,West,3,2500,7500,844.6
10081,2025-02-19,Customer_562,Monitor,Electronics,North,10,12000,120000,21209.75
10082,2025-08-16,Customer_622,Chair,Furniture,East,5,3000,15000,1735.97
10083,2024-08-06,Customer_524,Mouse,Accessories,West,8,500,4000,620.67
10084,2025-11-10,Customer_649,Monitor,Electronics,East,2,12000,24000,3077.85
10085,2024-08-18,Customer_826,Mobile,Electronics,South,4,20000,80000,15550.02
10086,2025-05-01,Customer_626,Monitor,Electronics,North,1,12000,12000,1054.28
10087,2025-08-12,Customer_200,Mouse,Accessories,West,7,500,3500,807.25
10088,2025-11-02,Customer_705,Mouse,Accessories,North,7,500,3500,425.17
10089,2025-12-13,Customer_531,Mobile,Electronics,West,7,20000,140000,16408.42
10090,2024-05-04,Customer_468,Laptop,Electronics,South,9,50000,450000,55063.67
10091,2025-09-01,Customer_325,Mouse,Accessories,West,9,500,4500,1115.74
10092,2025-07-15,Customer_457,Smartwatch,Electronics,South,9,10000,90000,13729.13
10093,2024-09-10,Customer_861,Mouse,Accessories,East,8,500,4000,496.25
10094,2024-10-08,Customer_451,Headphones,Accessories,North,8,2500,20000,3730.94
10095,2024-11-23,Customer_915,Chair,Furniture,North,4,3000,12000,1514.3
10096,2025-12-11,Customer_157,Monitor,Electronics,South,3,12000,36000,4295.32
10097,2025-07-09,Customer_478,Mobile,Electronics,West,7,20000,140000,20900.86
10098,2025-02-02,Customer_927,Laptop,Electronics,North,4,50000,200000,44318.3
10099,2024-12-26,Customer_306,Smartwatch,Electronics,West,7,10000,70000,11276.06
10100,2025-07-13,Customer_820,Keyboard,Accessories,South,9,1000,9000,1863.7
10101,2025-05-12,Customer_30,Mouse,Accessories,West,4,500,2000,252.8
10102,2025-04-23,Customer_942,Table,Furniture,South,7,8000,56000,11374.21
10103,2025-02-07,Customer_607,Smartwatch,Electronics,North,9,10000,90000,7612.59
10104,2025-04-17,Customer_187,Mobile,Electronics,North,7,20000,140000,14429.65
10105,2025-04-10,Customer_335,Chair,Furniture,East,7,3000,21000,2848.65
10106,2025-03-07,Customer_259,Keyboard,Accessories,North,5,1000,5000,1039.21
10107,2024-02-23,Customer_975,Mouse,Accessories,East,1,500,500,103.67
10108,2025-10-29,Customer_42,Printer,Electronics,North,2,15000,30000,6384.29
10109,2025-09-28,Customer_157,Printer,Electronics,South,4,15000,60000,13360.13
10110,2025-07-31,Customer_971,Monitor,Electronics,South,8,12000,96000,18605.57
10111,2024-06-20,Customer_621,Mouse,Accessories,North,5,500,2500,525.93
10112,2024-01-27,Customer_952,Monitor,Electronics,East,5,12000,60000,5902.61
10113,2024-07-22,Customer_78,Smartwatch,Electronics,South,7,10000,70000,10320.19
10114,2025-09-06,Customer_825,Mobile,Electronics,North,5,20000,100000,22454.99
10115,2025-03-14,Customer_678,Smartwatch,Electronics,East,1,10000,10000,1390.25
10116,2024-01-13,Customer_870,Mobile,Electronics,West,9,20000,180000,34214.82
10117,2025-01-05,Customer_651,Mouse,Accessories,West,2,500,1000,153.7
10118,2025-06-18,Customer_989,Monitor,Electronics,East,7,12000,84000,9235.24
10119,2025-04-21,Customer_447,Smartwatch,Electronics,East,9,10000,90000,19052.01
10120,2024-03-29,Customer_286,Table,Furniture,West,4,8000,32000,7079.18
10121,2025-11-15,Customer_389,Printer,Electronics,East,8,15000,120000,21224.93
10122,2024-07-05,Customer_500,Laptop,Electronics,South,8,50000,400000,89864.79
10123,2025-09-02,Customer_719,Table,Furniture,East,5,8000,40000,5514.3
10124,2024-07-14,Customer_88,Headphones,Accessories,South,1,2500,2500,419.57
10125,2024-09-03,Customer_708,Keyboard,Accessories,West,8,1000,8000,1395.04
10126,2024-04-05,Customer_302,Mouse,Accessories,South,8,500,4000,859.19
10127,2025-08-18,Customer_378,Keyboard,Accessories,West,4,1000,4000,528.22
10128,2025-07-17,Customer_339,Headphones,Accessories,East,9,2500,22500,3114.87
10129,2024-08-24,Customer_124,Mouse,Accessories,South,5,500,2500,330.31
10130,2025-12-07,Customer_190,Table,Furniture,South,2,8000,16000,3300.64
10131,2025-08-26,Customer_779,Printer,Electronics,East,8,15000,120000,15240.59
10132,2025-01-04,Customer_184,Mobile,Electronics,East,4,20000,80000,10428.95
10133,2024-02-16,Customer_998,Laptop,Electronics,North,9,50000,450000,45683.6
10134,2024-05-09,Customer_654,Headphones,Accessories,West,5,2500,12500,2482.01
10135,2025-04-25,Customer_491,Mobile,Electronics,West,1,20000,20000,3551.82
10136,2024-09-15,Customer_964,Table,Furniture,West,3,8000,24000,5859.23
10137,2024-03-16,Customer_591,Mobile,Electronics,North,2,20000,40000,5924.81
10138,2024-11-07,Customer_88,Monitor,Electronics,South,3,12000,36000,7844.19
10139,2025-09-12,Customer_611,Mobile,Electronics,South,9,20000,180000,37791.97
10140,2025-03-29,Customer_305,Headphones,Accessories,West,7,2500,17500,2740.28
10141,2025-09-16,Customer_984,Chair,Furniture,North,10,3000,30000,5567.24
10142,2024-03-24,Customer_161,Printer,Electronics,South,4,15000,60000,7499.39
10143,2024-01-03,Customer_419,Monitor,Electronics,West,9,12000,108000,10018.19
10144,2024-08-25,Customer_296,Smartwatch,Electronics,East,8,10000,80000,10361.13
10145,2024-09-27,Customer_807,Mouse,Accessories,South,2,500,1000,196.86
10146,2025-10-25,Customer_153,Keyboard,Accessories,East,2,1000,2000,345.15
10147,2024-11-10,Customer_610,Monitor,Electronics,East,2,12000,24000,2163.32
10148,2024-11-07,Customer_717,Mouse,Accessories,West,2,500,1000,159.68
10149,2025-03-24,Customer_83,Chair,Furniture,North,9,3000,27000,4638.52
10150,2024-01-27,Customer_94,Keyboard,Accessories,South,6,1000,6000,1095.79
10151,2025-11-19,Customer_842,Smartwatch,Electronics,East,10,10000,100000,24163.37
10152,2024-06-28,Customer_482,Smartwatch,Electronics,West,1,10000,10000,2097.29
10153,2025-03-22,Customer_651,Chair,Furniture,West,3,3000,9000,2245.33
10154,2024-12-07,Customer_329,Mobile,Electronics,North,8,20000,160000,22264.54
10155,2025-05-22,Customer_296,Monitor,Electronics,West,6,12000,72000,10798.54
10156,2024-11-18,Customer_259,Headphones,Accessories,East,1,2500,2500,393.3
10157,2024-01-02,Customer_674,Mobile,Electronics,West,7,20000,140000,31784.87
10158,2025-01-05,Customer_638,Keyboard,Accessories,West,1,1000,1000,111.89
10159,2025-07-16,Customer_135,Mouse,Accessories,East,1,500,500,57.3
10160,2025-10-07,Customer_624,Mouse,Accessories,South,8,500,4000,402.57
10161,2025-07-19,Customer_418,Monitor,Electronics,North,5,12000,60000,10418.56
10162,2024-04-30,Customer_664,Printer,Electronics,South,2,15000,30000,4753.38
10163,2024-10-06,Customer_426,Mouse,Accessories,West,5,500,2500,416.27
10164,2024-05-28,Customer_393,Mouse,Accessories,South,4,500,2000,315.31
10165,2024-05-19,Customer_885,Smartwatch,Electronics,North,9,10000,90000,18618.28
10166,2025-06-03,Customer_274,Chair,Furniture,North,7,3000,21000,2893.35
10167,2025-08-16,Customer_676,Chair,Furniture,West,5,3000,15000,3335.56
10168,2024-12-19,Customer_341,Monitor,Electronics,West,8,12000,96000,16469.64
10169,2025-12-15,Customer_245,Mouse,Accessories,West,6,500,3000,683.5
10170,2025-04-29,Customer_723,Printer,Electronics,West,7,15000,105000,9179.1
10171,2024-02-07,Customer_130,Keyboard,Accessories,East,3,1000,3000,492.62
10172,2025-04-12,Customer_16,Mobile,Electronics,South,8,20000,160000,15512.16
10173,2024-09-28,Customer_347,Keyboard,Accessories,West,3,1000,3000,278.16
10174,2025-06-30,Customer_390,Mobile,Electronics,East,6,20000,120000,26987.76
10175,2024-03-11,Customer_241,Mouse,Accessories,East,9,500,4500,387.46
10176,2024-04-10,Customer_779,Printer,Electronics,North,2,15000,30000,4613.25
10177,2024-01-30,Customer_48,Mouse,Accessories,East,3,500,1500,296.97
10178,2025-03-17,Customer_150,Laptop,Electronics,South,5,50000,250000,35234.69
10179,2024-07-03,Customer_175,Headphones,Accessories,South,7,2500,17500,3083.64
10180,2025-09-26,Customer_700,Mobile,Electronics,South,10,20000,200000,45608.55
10181,2025-04-17,Customer_654,Mouse,Accessories,East,10,500,5000,521.65
10182,2025-04-21,Customer_923,Mouse,Accessories,East,5,500,2500,483.41
10183,2024-12-19,Customer_602,Headphones,Accessories,East,3,2500,7500,694.17
10184,2024-11-05,Customer_204,Keyboard,Accessories,West,5,1000,5000,788.31
10185,2025-08-08,Customer_368,Mouse,Accessories,East,2,500,1000,120.32
10186,2025-11-05,Customer_406,Chair,Furniture,East,1,3000,3000,738.75
10187,2024-02-20,Customer_933,Laptop,Electronics,West,10,50000,500000,113530.73
10188,2024-12-26,Customer_225,Chair,Furniture,South,4,3000,12000,2198.41
10189,2025-11-06,Customer_698,Smartwatch,Electronics,South,5,10000,50000,9761.0
10190,2025-03-27,Customer_35,Mobile,Electronics,East,1,20000,20000,2650.37
10191,2024-11-30,Customer_766,Monitor,Electronics,West,2,12000,24000,5631.28
10192,2025-07-06,Customer_898,Monitor,Electronics,East,4,12000,48000,4918.42
10193,2024-06-17,Customer_264,Headphones,Accessories,West,9,2500,22500,5294.09
10194,2025-04-24,Customer_987,Chair,Furniture,North,6,3000,18000,3900.95
10195,2025-11-21,Customer_407,Monitor,Electronics,East,4,12000,48000,10858.75
10196,2025-07-03,Customer_127,Mobile,Electronics,West,7,20000,140000,11531.26
10197,2025-10-15,Customer_963,Table,Furniture,East,5,8000,40000,7175.01
10198,2025-09-26,Customer_906,Mobile,Electronics,East,4,20000,80000,12812.09
10199,2025-10-12,Customer_844,Smartwatch,Electronics,West,4,10000,40000,7604.04
10200,2024-02-16,Customer_969,Chair,Furniture,North,7,3000,21000,2096.53
10201,2024-08-28,Customer_909,Chair,Furniture,South,8,3000,24000,2393.77
10202,2025-12-14,Customer_969,Keyboard,Accessories,West,8,1000,8000,1144.58
10203,2025-11-01,Customer_102,Smartwatch,Electronics,West,3,10000,30000,6915.61
10204,2024-10-13,Customer_34,Smartwatch,Electronics,East,7,10000,70000,16774.73
10205,2024-08-29,Customer_876,Printer,Electronics,East,8,15000,120000,18671.8
10206,2025-10-22,Customer_368,Mobile,Electronics,North,6,20000,120000,20707.1
10207,2024-05-05,Customer_972,Keyboard,Accessories,West,5,1000,5000,561.34
10208,2025-09-03,Customer_995,Mobile,Electronics,North,4,20000,80000,15127.18
10209,2024-05-08,Customer_806,Laptop,Electronics,South,6,50000,300000,36422.01
10210,2024-08-09,Customer_833,Mobile,Electronics,South,9,20000,180000,20739.02
10211,2025-09-02,Customer_3,Table,Furniture,East,3,8000,24000,5137.67
10212,2024-06-27,Customer_113,Monitor,Electronics,North,3,12000,36000,6186.12
10213,2024-08-31,Customer_603,Monitor,Electronics,East,1,12000,12000,1690.81
10214,2024-05-09,Customer_760,Laptop,Electronics,West,3,50000,150000,18766.87
10215,2025-05-02,Customer_460,Headphones,Accessories,East,2,2500,5000,1033.82
10216,2025-05-30,Customer_227,Headphones,Accessories,North,10,2500,25000,2463.48
10217,2024-02-01,Customer_63,Headphones,Accessories,West,5,2500,12500,1973.34
10218,2025-05-17,Customer_730,Keyboard,Accessories,West,7,1000,7000,1376.46
10219,2024-05-31,Customer_68,Mobile,Electronics,South,2,20000,40000,5390.36
10220,2025-07-15,Customer_730,Chair,Furniture,East,10,3000,30000,5628.69
10221,2025-04-09,Customer_518,Keyboard,Accessories,West,10,1000,10000,1701.95
10222,2025-10-28,Customer_899,Mobile,Electronics,South,2,20000,40000,8998.99
10223,2025-02-27,Customer_348,Keyboard,Accessories,West,8,1000,8000,1847.8
10224,2024-11-16,Customer_438,Keyboard,Accessories,East,7,1000,7000,1428.24
10225,2025-12-04,Customer_946,Chair,Furniture,West,6,3000,18000,4357.99
10226,2024-04-05,Customer_443,Mobile,Electronics,North,2,20000,40000,8856.05
10227,2025-08-23,Customer_980,Table,Furniture,East,3,8000,24000,4189.99
10228,2025-11-12,Customer_964,Mobile,Electronics,West,7,20000,140000,19615.63
10229,2024-12-26,Customer_107,Laptop,Electronics,South,5,50000,250000,45517.43
10230,2024-04-20,Customer_359,Monitor,Electronics,East,8,12000,96000,11339.68
10231,2025-03-15,Customer_866,Mobile,Electronics,North,5,20000,100000,17759.7
10232,2024-10-06,Customer_720,Smartwatch,Electronics,East,5,10000,50000,4246.1
10233,2024-05-26,Customer_580,Table,Furniture,West,6,8000,48000,3889.82
10234,2024-02-01,Customer_94,Mobile,Electronics,South,3,20000,60000,12357.88
10235,2024-06-10,Customer_379,Keyboard,Accessories,East,7,1000,7000,1099.84
10236,2024-02-23,Customer_160,Table,Furniture,South,10,8000,80000,14508.64
10237,2024-10-05,Customer_454,Smartwatch,Electronics,West,1,10000,10000,1945.75
10238,2024-10-06,Customer_221,Mouse,Accessories,North,10,500,5000,775.74
10239,2025-11-25,Customer_695,Table,Furniture,West,7,8000,56000,5535.67
10240,2025-02-08,Customer_614,Headphones,Accessories,North,5,2500,12500,1096.51
10241,2024-08-04,Customer_786,Laptop,Electronics,South,4,50000,200000,26248.26
10242,2024-01-08,Customer_510,Chair,Furniture,West,5,3000,15000,2036.71
10243,2025-12-21,Customer_236,Monitor,Electronics,East,3,12000,36000,5206.87
10244,2024-02-13,Customer_447,Mobile,Electronics,North,7,20000,140000,31709.99
10245,2025-08-12,Customer_440,Mouse,Accessories,West,2,500,1000,226.56
10246,2024-01-22,Customer_990,Keyboard,Accessories,East,5,1000,5000,497.9
10247,2025-12-07,Customer_942,Monitor,Electronics,East,10,12000,120000,18985.98
10248,2024-09-06,Customer_447,Mobile,Electronics,West,7,20000,140000,31298.73
10249,2024-11-13,Customer_764,Headphones,Accessories,East,2,2500,5000,736.4
10250,2024-03-19,Customer_523,Printer,Electronics,North,6,15000,90000,19120.5
10251,2024-12-23,Customer_360,Headphones,Accessories,South,9,2500,22500,2541.68
10252,2024-07-21,Customer_178,Printer,Electronics,South,2,15000,30000,3146.87
10253,2025-10-05,Customer_506,Mobile,Electronics,West,3,20000,60000,14503.18
10254,2025-08-01,Customer_659,Smartwatch,Electronics,East,10,10000,100000,15631.39
10255,2025-04-25,Customer_453,Table,Furniture,East,3,8000,24000,3714.23
10256,2025-06-03,Customer_76,Chair,Furniture,East,10,3000,30000,2686.48
10257,2025-01-12,Customer_852,Mouse,Accessories,East,8,500,4000,345.57
10258,2025-06-03,Customer_394,Mobile,Electronics,West,2,20000,40000,7382.06
10259,2024-02-12,Customer_461,Smartwatch,Electronics,South,9,10000,90000,21799.74
10260,2024-06-03,Customer_981,Table,Furniture,North,10,8000,80000,12868.55
10261,2024-12-17,Customer_732,Mouse,Accessories,North,2,500,1000,217.86
10262,2025-12-25,Customer_449,Headphones,Accessories,West,3,2500,7500,649.91
10263,2025-01-07,Customer_382,Headphones,Accessories,East,9,2500,22500,4132.51
10264,2025-11-26,Customer_613,Keyboard,Accessories,North,7,1000,7000,1481.61
10265,2025-07-25,Customer_695,Table,Furniture,West,2,8000,16000,2176.76
10266,2025-11-03,Customer_988,Chair,Furniture,South,5,3000,15000,3045.52
10267,2024-05-24,Customer_939,Table,Furniture,East,2,8000,16000,2865.05
10268,2025-12-26,Customer_961,Chair,Furniture,North,7,3000,21000,2140.36
10269,2024-12-02,Customer_833,Chair,Furniture,South,9,3000,27000,3888.96
10270,2025-03-09,Customer_521,Headphones,Accessories,East,2,2500,5000,949.12
10271,2024-08-07,Customer_350,Laptop,Electronics,West,6,50000,300000,39752.17
10272,2024-06-07,Customer_80,Printer,Electronics,East,4,15000,60000,14999.76
10273,2025-06-23,Customer_39,Mobile,Electronics,East,9,20000,180000,37988.77
10274,2024-06-06,Customer_167,Smartwatch,Electronics,South,3,10000,30000,5445.96
10275,2024-02-14,Customer_421,Smartwatch,Electronics,East,3,10000,30000,6078.03
10276,2025-04-04,Customer_240,Printer,Electronics,South,8,15000,120000,22056.15
10277,2024-07-17,Customer_377,Chair,Furniture,West,8,3000,24000,5608.22
10278,2025-05-29,Customer_541,Mouse,Accessories,West,5,500,2500,530.7
10279,2024-05-21,Customer_894,Monitor,Electronics,East,4,12000,48000,10378.28
10280,2025-07-21,Customer_957,Laptop,Electronics,North,8,50000,400000,91439.95
10281,2024-06-13,Customer_280,Headphones,Accessories,West,2,2500,5000,642.3
10282,2024-04-03,Customer_970,Headphones,Accessories,South,3,2500,7500,1659.58
10283,2025-02-28,Customer_55,Mouse,Accessories,West,6,500,3000,714.54
10284,2024-03-24,Customer_384,Headphones,Accessories,South,6,2500,15000,1801.23
10285,2025-10-27,Customer_344,Laptop,Electronics,South,6,50000,300000,71472.12
10286,2025-04-28,Customer_713,Monitor,Electronics,South,1,12000,12000,1545.23
10287,2024-03-22,Customer_20,Mouse,Accessories,East,8,500,4000,738.44
10288,2025-09-15,Customer_541,Printer,Electronics,West,3,15000,45000,7798.35
10289,2024-05-04,Customer_49,Mobile,Electronics,South,5,20000,100000,12039.88
10290,2024-04-23,Customer_857,Keyboard,Accessories,West,10,1000,10000,1577.09
10291,2025-06-11,Customer_589,Smartwatch,Electronics,South,9,10000,90000,7451.46
10292,2025-09-21,Customer_362,Monitor,Electronics,South,5,12000,60000,9178.24
10293,2025-11-15,Customer_88,Smartwatch,Electronics,East,7,10000,70000,7829.04
10294,2025-06-03,Customer_568,Mobile,Electronics,North,9,20000,180000,31048.91
10295,2025-01-31,Customer_383,Keyboard,Accessories,East,8,1000,8000,699.21
10296,2024-12-19,Customer_247,Laptop,Electronics,North,6,50000,300000,64214.52
10297,2024-12-26,Customer_560,Smartwatch,Electronics,East,6,10000,60000,6160.78
10298,2025-05-05,Customer_647,Monitor,Electronics,South,8,12000,96000,23686.97
10299,2025-04-13,Customer_38,Monitor,Electronics,East,2,12000,24000,4841.46
10300,2024-02-12,Customer_324,Printer,Electronics,East,1,15000,15000,3217.33
10301,2025-07-10,Customer_485,Headphones,Accessories,East,7,2500,17500,4342.64
10302,2024-02-18,Customer_887,Laptop,Electronics,East,4,50000,200000,25727.77
10303,2025-03-23,Customer_911,Chair,Furniture,West,2,3000,6000,1295.33
10304,2024-07-10,Customer_509,Mouse,Accessories,West,7,500,3500,481.73
10305,2024-03-25,Customer_745,Table,Furniture,West,9,8000,72000,9024.66
10306,2024-07-03,Customer_559,Mobile,Electronics,East,7,20000,140000,25538.39
10307,2025-11-07,Customer_303,Table,Furniture,East,2,8000,16000,1497.79
10308,2024-06-19,Customer_707,Mouse,Accessories,West,10,500,5000,1010.01
10309,2024-12-27,Customer_630,Table,Furniture,West,8,8000,64000,5580.82
10310,2025-10-14,Customer_416,Chair,Furniture,East,1,3000,3000,278.27
10311,2024-05-26,Customer_870,Headphones,Accessories,West,3,2500,7500,1814.81
10312,2025-10-22,Customer_376,Laptop,Electronics,East,3,50000,150000,13714.45
10313,2024-06-06,Customer_696,Keyboard,Accessories,West,10,1000,10000,855.06
10314,2024-03-19,Customer_588,Table,Furniture,South,6,8000,48000,7462.54
10315,2025-10-27,Customer_286,Headphones,Accessories,South,6,2500,15000,2214.99
10316,2025-05-26,Customer_531,Mobile,Electronics,West,1,20000,20000,4101.29
10317,2024-09-23,Customer_721,Headphones,Accessories,West,2,2500,5000,622.51
10318,2025-05-17,Customer_205,Printer,Electronics,North,10,15000,150000,19282.21
10319,2025-12-31,Customer_456,Monitor,Electronics,North,2,12000,24000,3764.33
10320,2025-07-17,Customer_556,Table,Furniture,East,6,8000,48000,9629.85
10321,2025-12-18,Customer_654,Chair,Furniture,South,3,3000,9000,1809.07
10322,2024-07-24,Customer_812,Table,Furniture,South,9,8000,72000,8504.72
10323,2025-07-21,Customer_587,Printer,Electronics,East,8,15000,120000,10136.19
10324,2024-03-29,Customer_68,Mouse,Accessories,East,9,500,4500,459.27
10325,2025-02-23,Customer_844,Keyboard,Accessories,North,8,1000,8000,1354.95
10326,2025-04-05,Customer_478,Monitor,Electronics,East,6,12000,72000,13622.22
10327,2024-07-05,Customer_787,Monitor,Electronics,South,9,12000,108000,20386.62
10328,2024-02-26,Customer_852,Keyboard,Accessories,North,9,1000,9000,2113.39
10329,2024-06-14,Customer_331,Headphones,Accessories,South,3,2500,7500,987.76
10330,2024-03-21,Customer_257,Table,Furniture,South,9,8000,72000,16713.89
10331,2024-11-06,Customer_630,Headphones,Accessories,North,5,2500,12500,1265.99
10332,2025-08-17,Customer_158,Headphones,Accessories,South,3,2500,7500,1354.56
10333,2025-07-31,Customer_43,Smartwatch,Electronics,North,10,10000,100000,13739.53
10334,2025-08-13,Customer_272,Mobile,Electronics,South,1,20000,20000,4825.06
10335,2024-02-01,Customer_510,Smartwatch,Electronics,East,7,10000,70000,12955.49
10336,2025-12-02,Customer_416,Chair,Furniture,East,8,3000,24000,2919.1
10337,2024-06-10,Customer_451,Mouse,Accessories,West,2,500,1000,197.06
10338,2025-09-13,Customer_148,Mouse,Accessories,East,8,500,4000,458.74
10339,2024-05-13,Customer_779,Table,Furniture,East,6,8000,48000,11799.05
10340,2024-09-04,Customer_478,Headphones,Accessories,North,9,2500,22500,2206.15
10341,2024-04-09,Customer_52,Chair,Furniture,East,8,3000,24000,2931.51
10342,2024-06-12,Customer_834,Keyboard,Accessories,East,10,1000,10000,1510.83
